region,supplysector,subsector,stub.technology,year,capacity.factor
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.203902275
AH,electricity,solar,PV_storage,1975,0.2159
AH,electricity,solar,PV_storage,1990,0.2159
AH,electricity,solar,PV_storage,2005,0.2159
AH,electricity,solar,PV_storage,2010,0.2159
AH,electricity,solar,PV_storage,2015,0.2159
AH,electricity,solar,PV_storage,2020,0.2159
AH,electricity,solar,PV_storage,2025,0.2159
AH,electricity,solar,PV_storage,2030,0.2159
AH,electricity,solar,PV_storage,2035,0.2159
AH,electricity,solar,PV_storage,2040,0.2159
AH,electricity,solar,PV_storage,2045,0.2159
AH,electricity,solar,PV_storage,2050,0.2159
AH,electricity,solar,PV_storage,2055,0.2159
AH,electricity,solar,PV_storage,2060,0.2159
AH,electricity,solar,PV_storage,2065,0.2159
AH,electricity,solar,PV_storage,2070,0.2159
AH,electricity,solar,PV_storage,2075,0.2159
AH,electricity,solar,PV_storage,2080,0.2159
AH,electricity,solar,PV_storage,2085,0.2159
AH,electricity,solar,PV_storage,2090,0.2159
AH,electricity,solar,PV_storage,2095,0.2159
AH,electricity,solar,PV_storage,2100,0.2159
AH,electricity,solar,PV,1975,0.2159
AH,electricity,solar,PV,1990,0.2159
AH,electricity,solar,PV,2005,0.2159
AH,electricity,solar,PV,2010,0.2159
AH,electricity,solar,PV,2015,0.2159
AH,electricity,solar,PV,2020,0.2159
AH,electricity,solar,PV,2025,0.2159
AH,electricity,solar,PV,2030,0.2159
AH,electricity,solar,PV,2035,0.2159
AH,electricity,solar,PV,2040,0.2159
AH,electricity,solar,PV,2045,0.2159
AH,electricity,solar,PV,2050,0.2159
AH,electricity,solar,PV,2055,0.2159
AH,electricity,solar,PV,2060,0.2159
AH,electricity,solar,PV,2065,0.2159
AH,electricity,solar,PV,2070,0.2159
AH,electricity,solar,PV,2075,0.2159
AH,electricity,solar,PV,2080,0.2159
AH,electricity,solar,PV,2085,0.2159
AH,electricity,solar,PV,2090,0.2159
AH,electricity,solar,PV,2095,0.2159
AH,electricity,solar,PV,2100,0.2159
AH,electricity,solar,CSP_storage,1975,0.373
AH,electricity,solar,CSP_storage,1990,0.373
AH,electricity,solar,CSP_storage,2005,0.373
AH,electricity,solar,CSP_storage,2010,0.373
AH,electricity,solar,CSP_storage,2015,0.373
AH,electricity,solar,CSP_storage,2020,0.373
AH,electricity,solar,CSP_storage,2025,0.373
AH,electricity,solar,CSP_storage,2030,0.373
AH,electricity,solar,CSP_storage,2035,0.373
AH,electricity,solar,CSP_storage,2040,0.373
AH,electricity,solar,CSP_storage,2045,0.373
AH,electricity,solar,CSP_storage,2050,0.373
AH,electricity,solar,CSP_storage,2055,0.373
AH,electricity,solar,CSP_storage,2060,0.373
AH,electricity,solar,CSP_storage,2065,0.373
AH,electricity,solar,CSP_storage,2070,0.373
AH,electricity,solar,CSP_storage,2075,0.373
