region,technology,year,vintage,mapping,subsector,market,sector,input,ghg,resource,scenario,fuel
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridelect_td_bld,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridelectricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridelectricity domestic supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridelectricity_net_ownuse,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  GridelectricityDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridintermediate electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridintermediate generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridoff peak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridsubpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridsubpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridbase load generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridelect_td_bld,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridelectricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridelectricity domestic supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridelectricity_net_ownuse,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  GridelectricityDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridintermediate electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridintermediate generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridoff peak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridsubpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridsubpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridbase load generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridelect_td_bld,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridelectricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridelectricity domestic supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridelectricity_net_ownuse,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  GridelectricityDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridintermediate electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridintermediate generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridoff peak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridsubpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridsubpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridbase load generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridelect_td_bld,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridelectricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridelectricity domestic supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridelectricity_net_ownuse,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  GridelectricityDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridintermediate electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridintermediate generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridoff peak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridsubpeak electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridsubpeak generation,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_woodpulp,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm lighting,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm appliances,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,base load generation-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,biomass liquids-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,coal to liquids-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,elect_td_bld-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,gas to liquids-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,intermediate generation-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,oil refining-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,peak generation-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid_rural-internal-gains-trial-market-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid_urban-internal-gains-trial-market-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,subpeak generation-fixed-output,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,iron and steel-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_woodpulp-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Central  GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA, Southern Power GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  GridGDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Central  Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Central  Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA, Southern Power Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA, Southern Power Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,East  Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,North  Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northeast  Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridsolar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Northwest  Gridwind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalscrap-constraint,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,woodpulp_energy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,sawnwood_processing,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,woodpulp_processing,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,agricultural energy use,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,backup_electricity,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,chemical,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,chemical energy use,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,chemical feedstocks,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm cooling,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm heating,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm others,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,construction,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,construction energy use,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,construction feedstocks,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,crude oil,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,csp_backup,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,distributed_solar,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,electricity_net_ownuse,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,electricityDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,gas pipeline,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,geothermal,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,H2 liquid truck,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,H2 pipeline,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,mining energy use,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,natural gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,nuclearFuelGenII,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,nuclearFuelGenIII,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,offshore wind resource,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,onshore wind resource,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,other industrial energy use,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,other industrial feedstocks,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,other industry,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,process heat cement,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,process heat food processing,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,process heat paper,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,refiningDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional biomassOil,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional corn for ethanol,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional sugar for ethanol,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional woodpulp for energy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid cooling modern_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating modern_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating TradBio_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others coal_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others modern_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid others TradBio_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total biomass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traditional biomass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,waste biomass for paper,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,iron and steel,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d10,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d4,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d6,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d7,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d8,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid heating coal_d9,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,gas trade statistical differences,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,gas trade statistical differencesDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded Afr_MidE pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded Afr_MidE pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded biomass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded biomassDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded coal,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded coalDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded EUR pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded EUR pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded LA pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded LA pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded LNG,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded LNGDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded N.Amer pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded N.Amer pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oil,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oilDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded PAC pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded PAC pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded RUS pipeline gas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded RUS pipeline gasDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,alumina,NA,NA,NA,NA,NA,NA
