region,technology,year,vintage,mapping,subsector,market,sector,input,ghg,resource,scenario,fuel
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,limestone,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,OtherMeat_Fish,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,Residue,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,Scavenging_Other_Rsrc,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,scrap,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,uranium,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,offshore carbon-storage,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,onshore carbon-storage,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,misc emissions sources,NA,NA
AH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
BJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
CQ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
FJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HA,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HB,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HE,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HI,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HK,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
LN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
MC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
NM,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
NX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
QH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
TJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
XJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
XZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
YN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
ZJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
AH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
BJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
CQ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
FJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HA,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HB,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HE,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HI,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HK,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
LN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
MC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
NM,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
NX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
QH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
TJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
XJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
XZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
YN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
ZJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
AH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
BJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
CQ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
FJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HA,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HB,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HE,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HI,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HK,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JL,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JS,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
LN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
MC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
NM,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
NX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
QH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SC,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SD,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SH,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SX,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
TJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
XJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
XZ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
YN,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
ZJ,NA,2015,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
AH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
BJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
CQ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
FJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
GZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HA,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HB,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HE,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HI,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HK,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
HN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
JX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
LN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
MC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
NM,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
NX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
QH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
SX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
TJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
XJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
XZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
YN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
ZJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,coal
AH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
BJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
CQ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
FJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
GZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HA,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HB,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HE,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HI,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HK,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
HN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
JX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
LN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
MC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
NM,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
NX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
QH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
SX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
TJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
XJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
XZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
YN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
ZJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,natural gas
AH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
BJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
CQ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
FJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
GZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HA,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HB,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HE,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HI,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HK,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
HN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JL,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JS,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
JX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
LN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
MC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
NM,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
NX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
QH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SC,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SD,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SH,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
SX,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
TJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
XJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
XZ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
YN,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
ZJ,NA,2020,NA,regional_primary_energy_prices_vGCAMChina7.1,NA,NA,NA,NA,NA,NA,ref,oil
